"","C_Name","Cnum","Continent","Landareasqkm","eez_areasqkm","Admin_code","A_Name","CCode","HDI","L_exp","Pop8085k","Pop1015k","Popchangek","PopChangePC","MBAqua8084","MBAqua1014","FWAqua8084","FWAqua1014","MarCap8084","MarCap1014","FWCap8084","FWCap1014","Aqua8084","Aqua1014","bird_tot_Threat","bird_prp_Threat","Agri_Dep","Fish_Dep","adaptive_C","healthy_life","crops_RC","CatchinEEZ","thr_pred_n","thr_data_n","thr_crit_n","thr_pred_prp","thr_data_prp","thr_crit_prp","eez_name","MultiRelC","TradeImport8084","TradeImport1013","tradez_TradeExp8084","tradez_TradeExp1013","TradeReex8084","TradeReex1013","thr_pred_prp2","thr_pred_n2","rcp26","rcp45","rcp60","rcp85","rcp26dis","rcp45dis","rcp60dis","rcp85dis","RCP60L10EEZ","RCP26L10EEZ","RCP45L10EEZ","RCP85L10EEZ","Avail8084","Avail1014","AvailPCap8084","AvailPCap1014","AvailPCChange","Mean_Threat","Rel_Sea","Balance_Threat","log10fishc","log10cropc","Total_Threat","Balance_Dep","Total_Dep","SE","V","Vland","Vsea","Balance_V","E","Balance_E","CCcat","HDIcat","Balance_Threat_prp","thr_pred_prp_cat","Fish_Dep_cat","extremes","EEZ","ISO_3digit","WeightedThreat","CR","DDTHR","EN","VU","SpeciesRichness","THRrichness","PropTHR"
"80","Nigeria",566,"Africa",910768,214698,566,"Nigeria","NGA",0.514024001,52.8,78800,170813.5,92014,116.76904,510,0,5936.2,253499.6,245477.8129,528609.0676,19593.2,12920,6446.2,6446.2,21,0.0253,0.551799206,0.04492872,NA,0.108571429,0.822233066,491870.2163,27.4546027,23.04567773,7.072794552,0.452921047,0.39836447,0.092970804,180161,0.829467086,569994.2,1289738,963.8,40180.7,0,0,0.289256198,35,-0.057949636,-0.09555538,-0.085005062,-0.160529226,0,0,0,0,-0.08489,-0.132940345,-0.081059545,-0.249509655,840547.6129,2044585.9676,10.6668478794416,11.9696977557394,12.2140100901676,0.2391105235,0.427621047,0.566604639604237,-0.0812008424933641,-0.0850050621061625,48.4546027,0.0752918005717735,0.596727926,0.822777728391172,0.308753727391172,-0.0603164480342544,-0.47675710654389,0.416440658509636,1.651700152,0.502189870840431,"both","low",0.947095594895471,"[0.25,0.5)","[0,0.1)",NA,"Nigerian Exclusive Economic Zone","NGA",1.967431472,4,8,8,21,90,41,0.455555556
"81","Norway",578,"Europe",304282,925031,578,"Norway","NOR",0.94387728,81.6,4115.5,5051,936,22.74329,16903.2,1212950.392,0,84.92,3007832.961,3840048.354,347.2,406.6,16903.2,16903.2,7,0.0338,0.122849643,0.01738376,NA,0.931428571,0.247461546,4101015.885,6.039217314,5.941060702,0.845035024,0.55871213,0.5551851,0.044777026,925031,0.788087756,62988.84,636958.7,734464.16,2526735,0,0,0.352941176,12,-0.594030353,-0.604621969,-0.606492278,-0.622605638,0,0,1,0,-0.08308561,0.039456481,-0.085940732,-0.028289477,2353608.041,3163713.966,571.888723362896,626.353982577707,9.52375121064409,0.296256065,0.52491213,0.463157961752489,-0.103425419788955,-0.606492278174883,13.039217314,0.12396304752014,0.140233403,0.314479218560863,-0.629398061439137,-0.913476717417672,-0.930177351590757,0.0167006341730854,1.035549302,0.761033544687764,"both","very high",0.942954754360894,"[0.5,0.75)","[0,0.1)","Norway","Norwegian Exclusive Economic Zone","NOR",0.561327304,1,2,1,8,34,12,0.352941176
"82","Pakistan",586,"Asia",770875,221222,586,"Pakistan","PAK",0.538381762,66.2,85118.5,179484.5,94366,110.86427,0,108.2,6360,144165.6,354859.8889,344066.36,52187,121040.2,6360,6360,32,0.0564,0.553207417,0.053462184,0.339634112,0.491428571,0.883851964,344066.36,22.74405059,21.41896793,4.704047082,0.461519142,0.440742141,0.07241743,221222,0.755002416,194.44,2699.95,23562.56,145688.9,0,0.25,0.4625,37,-0.036742924,-0.057990454,-0.053620469,-0.100218018,0,0,1,0,-0.057866429,-0.067347742,-0.062953214,-0.122831613,390038.7689,466391.16,4.58230312916699,2.59850382623569,-43.2926248441344,0.258959571,0.405119142,0.415461595276156,-0.122051658630693,-0.0536204686992315,54.74405059,0.0881240528812981,0.606669601,0.872497219618317,0.334115457618317,-0.049428299985183,-0.498017683915363,0.44858938393018,1.63885438,0.460689140666665,"both","low",0.891102692628418,"[0.25,0.5)","[0,0.1)",NA,"Pakistani Exclusive Economic Zone","PAK",0.503626379,4,3,4,26,80,37,0.4625
"83","Panama",591,"North America",74340,329834,591,"Panama","PAN",0.779677597,77.6,2099,3775,1676,79.84755,856.2,7433.8,48.6,552.106,200844.7454,215380.6578,0,0,904.8,904.8,22,0.026,NA,0.013950721,NA,0.817142857,0.658771486,112609.2867,18.79846692,13.3651902,2.589388209,0.369765501,0.28442668,0.040218864,329834,0.875425068,3542.24,17531.3,26682.36,61110.05,0,3.15,0.289473684,33,-0.171447521,-0.189490222,-0.181265207,-0.248160686,0,0,0,0,-0.059771212,-0.043463261,-0.056327273,-0.123076087,178609.4254,179784.6638,85.0926276322058,47.6250765033112,-44.0314891800496,0.1978827505,0.343765501,0.4607640516704,-0.0577810214215608,-0.18126520692313,40.79846692,NA,NA,NA,NA,NA,-0.767464786119926,NA,1.534196554,0.570608156899823,"both","high",0.934304531510946,"[0.25,0.5)","[0,0.1)",NA,"Panamanian Exclusive Economic Zone","PAN",3.130915566,3,12,2,16,114,33,0.289473684
"84","Peru",604,"South America",1279996,831995,604,"Peru","PER",0.734203129,74.6,18452,30375.5,11924,64.62172,1282.8,69047.118,620,29848.624,3417735.698,6620946.239,21924,23435.4,1902.8,1902.8,120,0.0691,0.317602435,0.020949362,0.54322068,0.731428571,1.010561378,5281044.021,16.52720675,12.34128882,1.320580774,0.509771263,0.430415771,0.027881112,831995,0.954027199,16079.96,91626.95,543663.8,1790019.5,0,0,0.409638554,34,0.001926974,0.006203665,0.004562696,-0.03441084,1,0,1,0,-0.022742826,-0.039106972,-0.023130652,-0.108342844,2913978.658,5044884.831,157.922103728593,166.084009514247,5.1683112072017,0.2894356315,0.440671263,0.121054309565298,-0.0204392435273218,0.00456269619589819,136.52720675,0.0618793407261105,0.338551797,1.00706308027499,0.272859951274988,-0.413246374630244,-0.714216867850303,0.300970493220058,1.964588577,0.485611700164131,"sea","high",0.880629762752621,"[0.5,0.75)","[0,0.1)",NA,"Peruvian Exclusive Economic Zone (disputed - Peruvian point of view)","PER",3.781415417,1,14,3,16,83,34,0.409638554
"85","Philippines",608,"Asia",298170,1820752,608,"Philippines","PHL",0.668218346,68.2,50860.5,96869,46008,90.4592,354160.8,2172735.6,54372,308673,1909542.2,3119799.244,30729.4,25998.8,408532.8,408532.8,89,0.1645,0.364145765,0.137470655,NA,0.548571429,0.66887201,2094917.733,25.30925096,23.5761146,3.865942831,0.426774001,0.403740658,0.054814429,1820752,0.872212312,42606.52,231277.6,57495.76,251977.7,0,0,0.341176471,58,-0.164302193,-0.175501356,-0.174656978,-0.243184753,0,0,0,0,-0.057078344,-0.052680094,-0.083214395,-0.152157089,2333915.16,5606506.544,45.8885610640871,57.8772005904882,26.1255512232297,0.2956370005,0.262274001,0.221410347346746,-0.059377787192606,-0.174656977401958,114.30925096,0.274055332957402,0.50161642,0.724598504168269,0.0563801581682688,-0.424651436231462,-0.548314748170296,0.123663311938833,1.541084322,0.565973126550307,"both","med",0.721787192195518,"[0.25,0.5)","[0.1,0.2)","Philippines","Philippines Exclusive Economic Zone","PHL",4.925670664,2,7,9,40,170,58,0.341176471
"86","Poland",616,"Europe",304255,31911,616,"Poland","POL",0.842677828,77.4,36634.5,38593.5,1959,5.34742,71,0,14870.4,33475.8,747469.6115,200392.0633,7478.8,16787.88,14941.4,14941.4,11,0.0437,0.163447503,0.000549421,NA,0.811428571,1.278184223,55976.26003,2.480622233,2.035127068,0,0.890382562,0.780765125,0,31911,0.72585,107593.2,480847.1,104927.4,340348.45,0,0,0.75,3,0.098955448,0.110891057,0.106593453,0.124549356,0,0,0,0,-0.101135,-0.087222727,-0.128885,-0.109060909,772555.6115,391154.3933,21.088198596951,10.1352402166168,-51.9388051567278,0.467041281,0.846682562,0.184013926814709,-0.139153118835695,0.106593452622388,13.480622233,0.00335019088528758,0.163996924,1.27633379792047,0.433655969920473,-0.633761808376655,-0.84227903076715,0.208517222390495,2.004034223,0.362194413483327,"sea","very high",0.953216126948744,"[0.75,1)","[0,0.1)","Poland","Polish Exclusive Economic Zone","POL",0.005046826,NA,1,NA,2,4,3,0.75
"87","Portugal",620,"Europe",91470,311087,620,"Portugal","PRT",0.830095297,80.9,9842.5,10467.5,625,6.35001,1543.6,9008.342,621,814.44,297886.0177,253921.5826,0.04,1.24,2164.6,2164.6,12,0.0472,0.176003141,0.008004215,0.675410998,0.911428571,1.054517144,81890.18674,20.48126554,18.87246219,3.228024798,0.498549026,0.475226466,0.044497406,311087,0.818286287,96481.04,427912.8,54458.32,221033.8,0,0,0.393258427,35,0.021351716,0.026837715,0.023053645,-0.009680884,0,0,0,0,-0.084907442,-0.064961633,-0.084343721,-0.049832245,342073.3777,470624.6046,34.7547246837694,44.9605545354669,29.3653019684651,0.272874513,0.451349026,0.630556266804868,-0.0870947267539185,0.0230536447526734,32.48126554,0.0434994294467228,0.184007356,1.04424123650279,0.21414593950279,-0.644496967417651,-0.8235455576273,0.17904859020965,1.872803431,0.436931219505012,"sea","very high",0.91351335916081,"[0.25,0.5)","[0,0.1)",NA,"Portuguese Exclusive Economic Zone","PRT",0.481806311,3,3,7,20,83,33,0.397590361
"88","Russian Fed",643,"Europe",16377742,7373067,643,"Russian Fed","RUS",0.797870201,70.1,140519.5,143307.5,2788,1.98407,1624.24,15796.2,208017.2,127452.6,11256825.3,5793541.105,510982.2,138703,209641.44,209641.44,27,0.1256,0.171489367,0.009346696,0.513179689,0.602857143,1.059886431,8277495.629,1.522332245,1.163261866,0.000627715,0.199801395,0.140499604,6.28e-05,7373067,0.983388753,206949.4,1036002.15,489431,1810503.45,0,0,0.24137931,14,0.026176096,0.008156127,0.025259332,-0.02679625,0,1,0,0,0.007435177,0.089505111,0.024361121,0.101905686,11694967.34,5300991.605,83.2266506783756,36.9903292221272,-55.5547064304268,0.1627006975,0.074201395,0.0533733438038492,-0.00727476303586126,0.0252593322153189,28.522332245,0.0516860179598137,0.180836063,1.05593257064101,0.258062369641008,-0.616110947855921,-0.78867876527589,0.172567817419969,2.043275184,0.481280622747484,"sea","high",0.614015176548337,"[0,0.25)","[0,0.1)","Russian Fed","Russian Exclusive Economic Zone","RUS",0.616502846,NA,3,NA,11,58,14,0.24137931
"89","Sao Tome Prn",678,"Africa",964,130754,678,"Sao Tome Prn","STP",0.555003909,66.5,99,178,79,80,0,0,0,0,6037.765746,8058.841631,0.2,0.2,0,0,13,0.1711,NA,0.366574402,0.474706763,0.5,0.178676671,10279.00915,21.1062423,16.92402495,4.398489096,0.453553698,0.379650311,0.076360308,130754,0.822865218,0.04,59.95,152.2,1.95,0,0,0.421875,27,-0.742907658,-0.746449026,-0.747932147,-0.975854593,0,0,0,0,-0.086589545,-0.115084545,-0.082117727,-0.275673182,5885.805746,8117.041631,59.4525832929293,45.6013574775281,-23.2979376979377,0.312326849,0.282453698,0.618838103428357,-0.0846712946449634,-0.747932147647471,34.1062423,NA,NA,NA,NA,NA,-0.25336258378505,NA,1.001541889,0.821598404457749,"both","med",0.726088230090011,"[0.25,0.5)","[0.2,0.8)",NA,"Sao Tome and Principe Exclusive Economic Zone","STP",0.403587114,2,6,3,16,64,27,0.421875
"90","Saudi Arabia",682,"Asia",2149690,216596,682,"Saudi Arabia","SAU",0.837273977,74.3,11637,29815.5,18178,156.20864,0,12739.6,0,4927,55096.53196,69709.07409,0.2,0.2,0,0,18,0.0501,0.143724724,0.001846589,0.551356302,0.722857143,0.433823673,533645.2026,31.35115256,25.94567124,4.839812455,0.616129416,0.51137322,0.095534894,216596,0.898707837,45944.8,231551.5,2124.64,29217.8,123.6,1362.15,0.52238806,35,-0.352376914,-0.354399654,-0.362686753,-0.432096225,0,0,0,0,-0.044511053,-0.336061739,-0.057381579,-0.134864324,98793.29196,288347.42409,8.48958425367363,9.67105780852241,13.9167422048675,0.333114708,0.566029416,0.635266876936339,-0.046381471115619,-0.362686752983985,49.35115256,0.0126851160571726,0.145571313,0.439720782573482,-0.397553194426518,-0.774922789333409,-0.835614432993982,0.0606916436605732,1.33253151,0.674436461919013,"both","very high",0.924800678569858,"[0.5,0.75)","[0,0.1)","Saudi Arabia","Saudi Arabian Exclusive Economic Zone","SAU",1.352633683,2,5,4,24,67,35,0.52238806
"91","Senegal",686,"Africa",192530,157107,686,"Senegal","SEN",0.465889127,66.5,6003.5,14043,8040,133.92188,89.2,274.3,1.1,232.172,305665.1362,589932.6963,15000,21888,90.3,90.3,16,0.0309,0.601359933,0.072745291,0.382543149,0.5,0.596210036,388215.3407,26.4558663,23.46138391,6.642970217,0.455699305,0.420328821,0.082773833,157107,0.866297828,19277.6,9668.8,86329.04,123249.9,0,0,0.377358491,40,-0.179228264,-0.222698229,-0.224600718,-0.310775673,0,0,0,0,-0.078365789,-0.0262552,-0.073092105,-0.0257344,253703.9962,498746.0683,42.2593480802865,35.5156354269031,-15.9579192763962,0.2432996525,0.424799305,0.623138063255113,-0.0623327744718216,-0.224600717765421,42.4558663,0.107913851443465,0.674105224,0.625356249862582,0.159467122862582,-0.107352299697112,-0.402870039409472,0.29551773971236,1.462507864,0.592337210160806,"both","low",0.936498059733151,"[0.25,0.5)","[0,0.1)",NA,"Senegalese Exclusive Economic Zone","SEN",0.539529138,5,7,5,23,106,40,0.377358491
"92","Sierra Leone",694,"Africa",71620,159215,694,"Sierra Leone","SLE",0.412779427,50.9,3276,6114.5,2838,86.63004,0,0,3.6,75,71346.33093,296629.976,15932.4,4023.8,3.6,3.6,15,0.0264,0.772463962,0.090668838,NA,0.054285714,0.635147002,228070.2025,19.13945599,16.30624893,4.689939133,0.487851902,0.446386637,0.072511245,159215,0.889556554,15535.2,1205.35,944.68,5713.9,0,0,0.409638554,34,-0.174480626,-0.212171627,-0.197125748,-0.271092695,0,0,0,0,-0.057944783,-0.073602692,-0.063233478,-0.232634615,101872.85093,296220.226,31.0967188431013,48.4455353667512,55.789861982492,0.257125951,0.461451902,0.560625687638557,-0.0508264362148271,-0.197125747512962,34.13945599,0.105046220002299,0.8631328,0.661871763770078,0.249092336770078,0.0778487426173419,-0.332124367913536,0.409973110530878,1.524703556,0.583429185627216,"both","low",0.948663291477724,"[0.25,0.5)","[0,0.1)",NA,"Sierra Leonian Exclusive Economic Zone","SLE",0.542052643,4,7,7,16,83,34,0.409638554
"93","South Africa",710,"Africa",1214470,1065330,710,"South Africa","ZAF",0.665879394,57.4,31030,53056,22026,70.98292,11.2,4339.078,350.2,1615.644,1065614.833,719319.2139,516.6,900,361.4,361.4,46,0.0684,0.164479188,0.002982624,NA,0.24,0.927526718,613165.8988,17.16600074,14.9564904,1.146669876,0.397781273,0.367295554,0.013309151,1065330,0.845893242,99391.92,118259.5,58292.56,164636.65,0,0,0.329341317,55,-0.025348143,-0.031002851,-0.032673572,-0.093636948,1,1,0,0,-0.052508293,-0.021707431,-0.059841057,-0.042315208,1107592.193,679796.7859,35.6942376087657,12.8128163808052,-64.1039640032579,0.2330906365,0.329381273,0.271760132648854,-0.0726844446866764,-0.0326735714025736,63.16600074,0.017810771090904,0.167461812,0.926072762845609,0.260193368845609,-0.513320552575055,-0.663356412514973,0.150035859939918,1.77341996,0.476984166796002,"both","med",0.853275959457084,"[0.25,0.5)","[0,0.1)",NA,"South African Exclusive Economic Zone","ZAF",7.019145194,4,11,5,35,167,55,0.329341317
"94","Spain",724,"Europe",498980,554690,724,"Spain","ESP",0.876124307,82.6,38219.5,46361.5,8142,21.30326,211805.6,242155.114,12845.2,16730.9,1625624.216,1517266.564,14247.6,4500,224650.8,224650.8,15,0.0475,0.198448473,0.005412901,0.690444758,0.96,1.010681965,929792.2514,23.85253658,21.47197792,6.053394282,0.485715974,0.448333128,0.094573576,554690,0.682712052,291095.08,1591697.95,210449.48,1056561.5,0,0,0.367346939,36,0.00478437,0.002752423,0.004614516,-0.042458765,0,0,1,0,-0.151763167,-0.118433298,-0.157013667,-0.128341702,1945168.216,2315789.028,50.8946536715551,49.950692449554,-1.85473552505698,0.266607987,0.438215974,0.613924821379063,-0.165762430426635,0.00461451605116975,38.85253658,0.0265518714692858,0.203861374,1.00197375002423,0.125849443024231,-0.675556014357111,-0.872428854251017,0.196872839893907,1.693394017,0.403161960622423,"sea","very high",0.910917897594718,"[0.25,0.5)","[0,0.1)",NA,"Spanish Exclusive Economic Zone","ESP",1.442622547,3,5,7,22,97,37,0.381443299
"95","Sri Lanka",144,"Asia",64630,530016,144,"Sri Lanka","LKA",0.756658911,74.9,15609,20458,4849,31.06541,20.8,4142.144,28,14640.2,249267.3617,565411.7048,0,27588,48.8,48.8,16,0.0468,0.361678989,0.089441413,0.556559486,0.74,0.675460603,148724.3491,20.26684153,19.5935985,2.923064341,0.535433567,0.526334015,0.037544668,530016,0.833777866,21628.96,91901.6,2892.44,20681.75,0,47.15,0.459183673,45,-0.157435674,-0.174709866,-0.170399977,-0.250886375,0,0,0,0,-0.075073208,-0.057692295,-0.077826792,-0.116822131,268052.6817,682954.7488,17.1729567364982,33.3832607684036,94.3943683119701,0.2911167835,0.488633567,0.558825656577655,-0.0789496381155183,-0.170399976617777,36.26684153,0.198265058737024,0.451120402,0.70684938444778,-0.0498095265522202,-0.51235900299763,-0.682084640536835,0.169725637539206,1.509238469,0.552449386313648,"both","high",0.919619886841736,"[0.5,0.75)","[0,0.1)","Sri Lanka","Sri Lankan Exclusive Economic Zone","LKA",0.941891884,3,4,8,30,98,45,0.459183673
"96","St Kitts Nev",659,"North America",261,10190,659,"St Kitts Nev","KNA",0.751862282,73.77,43,52,9,21,0,1,0,0,1918.130719,26367.66905,0.2,0.2,0,0,NA,NA,NA,0.120780768,NA,0.707714286,NA,3043.49738,14,13,4,0.26225106,0.243518841,0.074928874,10190,0.884911637,269.2,664.15,74.4,132.7,0,2.15,0.283018868,15,NA,NA,NA,NA,0,0,0,0,-0.04484,-0.036366667,-0.037926667,-0.042065,2113.130719,26898.16905,49.1425748604651,517.272481730769,952.595398591765,NA,NA,NA,-0.0531000936854964,NA,NA,NA,NA,NA,NA,NA,-0.644981974871003,NA,NA,NA,NA,"high",NA,"[0.25,0.5)","[0.1,0.2)",NA,"Saint Kitts and Nevis Exclusive Economic Zone","KNA",0.020074249,3,2,1,9,53,15,0.283018868
"97","St Lucia",662,"North America",606,15451,662,"St Lucia","LCA",0.729056449,75.1,121,181,60,49.6,0,17.56,0.2,12.66,1621.84491,4358.498389,0.2,0.2,0.2,0.2,NA,NA,NA,0.096559533,NA,0.745714286,NA,3452.320844,13.77828608,12.77828608,3.716515987,0.315001506,0.292040248,0.08417775,15451,0.741700529,910.72,1238.7,1.56,3.65,0,0,0.340909091,15,NA,NA,NA,NA,NA,NA,NA,NA,-0.122891667,-0.119905,-0.098651667,-0.15863,2531.40491,5623.968389,20.9207017355372,31.0716485580111,48.521062776928,NA,NA,NA,-0.129771411238038,NA,NA,NA,NA,NA,NA,NA,-0.657438192293907,NA,NA,NA,NA,"high",NA,"[0.25,0.5)","[0,0.1)",NA,"Saint Lucia Exclusive Economic Zone","LCA",0.027054367,3,2,1,9,44,15,0.340909091
"98","St Vincent",670,"North America",389,36260,670,"St Vincent","VCT",0.720035388,72.9,101,109,8,8,0,0,0,0,1189.697711,14392.90001,0.2,0.2,0,0,NA,NA,NA,0.094692187,NA,0.682857143,0.175178633,2496.025143,15.69476355,13.7745258,3.876485068,0.322808766,0.287814889,0.077269799,36260,0.72897633,267.56,444.4,41.6,62.15,0,0.05,0.36,18,-0.729963344,-0.749755436,-0.756518866,-0.884572663,0,0,0,0,-0.14158,-0.135972222,-0.117508889,-0.173932222,1415.857711,14775.30001,14.0183931782178,135.553211100917,866.966822642297,NA,NA,NA,-0.137286573077468,-0.756518866981287,NA,NA,NA,NA,NA,NA,-0.651007025041066,NA,0.904154963,0.806251538542957,"both","high",NA,"[0.25,0.5)","[0,0.1)",NA,"Saint Vincent and the Grenadines Exclusive Economic Zone","VCT",0.048183605,4,2,1,11,50,18,0.36
"99","Sudan",736,"Africa",1861484,132742,736,"Sudan","SDN",0.466698864,55.7,15470,37200,21730,140,0,0,10,2000,8999.509105,5078,26986.4,38832,10,10,23,0.0258,NA,0.000859573,NA,0.414285714,0.799988955,156856.1111,32.60922404,26.60922404,4.804612018,0.634138388,0.517390496,0.0933024,66371,0.913307552,493.44,3045.55,437,294.3,0,0,0.634615385,33,-0.077146008,-0.099448144,-0.096916009,-0.173795854,0,0,0,0,-0.045775,-0.83,-0.05849,-0.13066,36052.349105,48661.25,2.33046859114415,1.30809811827957,-43.8697383328665,0.329969194,0.608338388,0.586399551566194,-0.0393829512228157,-0.0969160090276386,55.60922404,NA,NA,NA,NA,NA,-0.465913809487605,NA,1.713296507,0.533070340287573,"both","low",0.960905441372809,"[0.5,0.75)","[0,0.1)",NA,"Sudanese Exclusive Economic Zone","SDN",0.493845144,1,6,4,22,52,33,0.634615385
"100","Suriname",740,"South America",156000,127424,740,"Suriname","SUR",0.714286152,71.1,367,530.5,164,44.68665,0,79.22,0.2,1.744,9374.529459,41991.22012,117,614,0.2,0.2,10,0.0147,0.303528998,0.477600894,0.516750557,0.631428571,0.653780457,31815.54827,18.60077184,15.35970389,3.82530477,0.351518297,0.303918475,0.055968057,127424,0.741125608,1891,1857.3,1147.4,16721.55,0,121.05,0.302631579,23,-0.16863485,-0.184235121,-0.184568066,-0.261017495,0,0,0,0,-0.108344167,-0.137004118,-0.0984175,-0.163030588,10235.329459,27700.88412,27.8891810871935,52.2165581903864,87.2287251000136,0.1831091485,0.336818297,0.650359086253247,-0.130108180363038,-0.18456806562153,28.60077184,0.611423143437967,0.781129892,0.707185303788484,-0.00710084821151613,-0.515844824974808,-0.360323899052906,-0.155520925921902,1.394906065,0.531308613960324,"both","high",0.959860006667007,"[0.25,0.5)","[0.2,0.8)","Suriname","Surinamese Exclusive Economic Zone","SUR",0.389082816,3,5,2,13,76,23,0.302631579
"101","Sweden",752,"Europe",410335,154171,752,"Sweden","SWE",0.90681646,82.2,8331,9580.5,1250,15.0042,1382.6,4362.4,1401.2,8459,260602.0461,334888.1768,1901.4,3672.6,2783.8,2783.8,8,0.0345,0.173382343,0.001701295,NA,0.948571429,0.572155913,238516.4901,2.877227639,2.573916908,0.175059007,0.918622554,0.879536528,0.011767194,154171,0.766786279,201403,646098.85,134776.84,652909.6,0,0,0.458333333,11,-0.224989029,-0.249874385,-0.24248561,-0.229448049,0,0,0,0,-0.098595238,-0.048694915,-0.10010381,-0.008921667,331913.4061,344571.4268,39.8407641459609,35.9659127185429,-9.72584615400966,0.476561277,0.884122554,0.26451847239859,-0.115325667061452,-0.242485609443152,10.877227639,0.00971704163469576,0.175083638,0.574047144369798,-0.332769315630202,-0.807614727242756,-0.905511930337469,0.0978972030947129,1.338942192,0.572680645648068,"both","very high",0.963803185796818,"[0.75,1)","[0,0.1)","Sweden","Swedish Exclusive Economic Zone","SWE",0.032338565,1,2,1,7,24,11,0.458333333
"102","Syria",760,"Asia",183630,10179,760,"Syria","SYR",0.593720561,69.6,9811.5,19611.5,9800,99.88279,0,0,1175.4,5862,2777.106387,4790.06487,2077.8,3105.8,1175.4,1175.4,18,0.0556,NA,0.000877946,NA,0.588571429,0.895524898,7932.567301,21.66213649,19.66213649,5.73823073,0.497835469,0.451839066,0.131768978,10179,0.892724538,11823.64,27139.55,79,61.1,0,0,0.488372093,21,-0.037845782,-0.044924444,-0.047922335,-0.105047177,0,0,1,0,-0.01692,-0.10903,-0.071176667,-0.1182575,17774.946387,40836.31487,1.81164413056108,2.08226371618693,14.9377894400289,0.2767177345,0.442235469,0.54616665684315,-0.0492825277650244,-0.0479223350927912,39.66213649,NA,NA,NA,NA,NA,-0.592936797062761,NA,1.788249436,0.499217010797368,"both","med",0.899536616074746,"[0.25,0.5)","[0,0.1)",NA,"Syrian Exclusive Economic Zone","SYR",0.041348902,1,2,4,14,43,21,0.488372093
"103","Tanzania",834,"Africa",885800,241032,834,"Tanzania","TZA",0.521214356,65,20263.5,49559.5,29296,144.57522,0,137112.608,12,1869.14,68353.48147,89452.28,45367.8,16500.2,12,12,47,0.0459,0.743564772,0.010455262,NA,0.457142857,0.921759998,89452.28,19.65291813,17.86789054,2.073765951,0.493448411,0.461283883,0.036606001,241032,0.890277455,1117.12,6411.45,451.2,54694.95,0,0.1,0.424657534,31,-0.032262374,-0.039719201,-0.035382143,-0.105385489,0,0,0,0,-0.065097333,-0.0275908,-0.069074,-0.0329772,114399.20147,196650.628,5.64557956276063,3.96797037903934,-29.7154466617942,0.2696742055,0.447548411,0.294854579234909,-0.0504746243696365,-0.0353821430598643,66.65291813,0.0138660268010863,0.754020034,0.921323460214996,0.400109104214996,0.16417390675159,-0.511906271955282,0.676080178706872,1.812037453,0.491312943629317,"both","low",0.914897311155701,"[0.25,0.5)","[0,0.1)",NA,"Tanzanian Exclusive Economic Zone","TZA",0.569864273,2,4,2,23,73,31,0.424657534
"104","Thailand",764,"Asia",510890,304028,764,"Thailand","THA",0.725836139,74.4,49713,67325.5,17612,35.42735,59527.4,712405.8,45195.84,425984.326,3261197.887,1987920.397,33127,90864.6,104723.24,104723.24,51,0.057,0.386731848,0.070752479,0.540671167,0.725714286,0.850207809,615260.8047,37.73591858,36.55077255,7.917402758,0.480027211,0.464873001,0.098995583,304028,0.955242477,62747.2,1646354.1,325871.76,1751447.35,0,171.45,0.504761905,53,-0.044127397,-0.072421006,-0.07047491,-0.149947415,0,0,0,0,-0.019309231,-0.020355833,-0.047935,-0.090014792,3135923.567,3111910.423,63.0805537183433,46.2218687273024,-26.7256452223223,0.2685136055,0.423027211,0.425260922339798,-0.0198863739067639,-0.0704749104368395,88.73591858,0.154655525499565,0.457484327,0.866452000775212,0.140615861775212,-0.397033701841399,-0.658250365706149,0.261216663864751,1.805450286,0.529088219380636,"both","high",0.89386012694988,"[0.25,0.5)","[0,0.1)","Thailand","Thailand Exclusive Economic Zone","THA",1.510913453,3,3,9,38,105,53,0.504761905
"105","Togo",768,"Africa",54385,15399,768,"Togo","TGO",0.483537549,59.7,2987,6848,3861,129.26013,0,0,40,37.6,14540.32703,24628.27603,690,1000,40,40,11,0.0204,0.66777395,0.017524449,0.36355422,0.305714286,0.660674917,4750.670629,21.57088511,18.65788068,5.328940342,0.487258035,0.451683723,0.065046919,15399,0.855144699,12746.6,49725.15,43.4,355.75,0,125.25,0.4375,35,-0.167688452,-0.190631096,-0.180012181,-0.269952832,0,0,0,0,-0.073765,-0.130393333,-0.072655,-0.283406667,27973.52703,74910.02603,9.365091071309,10.9389640814836,16.8057416440549,0.2538290175,0.466858035,0.662275066739812,-0.0679603921020112,-0.180012181182109,32.57088511,0.0255719975788241,0.685298399,0.665647897794458,0.182110348794458,-0.0423560500089879,-0.468551609334754,0.426195559325766,1.515819616,0.564146742774438,"both","low",0.95981546908836,"[0.25,0.5)","[0,0.1)",NA,"Togolese Exclusive Economic Zone","TGO",0.067981721,4,6,7,18,80,35,0.4375
